Movie,Month,Day,Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
And When Did You Last See Your Father?,Jun,6,2008,8,1.07124,2.476491
Jefferson in Paris,Mar,31,1995,14,2.461628,2.461628
Four Lions,Nov,5,2010,3.75,0.310007,2.436111
The Grace Card,Feb,25,2011,0.2,2.430735,2.430735
Hamlet,May,12,2000,2,1.577287,2.419669
What Just Happened,Oct,17,2008,27,1.090947,2.412123
The Devil's Double,Jul,29,2011,19.1,1.361512,2.406666
Nannerl la soeur de Mozart,Aug,19,2011,4.5,0.707885,2.404639
Renaissance,Sep,22,2006,18,0.070644,2.401413
Buffalo '66,Jun,26,1998,1.5,2.380606,2.380606
Bamboozled,Oct,6,2000,10,2.185266,2.373937
Jem and the Holograms,Oct,23,2015,5,2.18464,2.368937
Misconduct,Feb,5,2016,11,0,2.352511
Teeth,Jan,18,2008,2,0.347578,2.350641
Gabriela,Mar,16,2001,0.05,2.335352,2.335352
Last Orders,Feb,15,2002,12,2.326407,2.326407
Two Girls and a Guy,Apr,24,1998,1,2.057193,2.315026
Shanghai Surprise,Aug,29,1986,17,2.315,2.315
Hav Plenty,Jun,19,1998,0.65,2.301777,2.301777
Repo Man,Mar,2,1984,1.5,2.3,2.3
The Yards,Oct,20,2000,20,0.88271,2.28271
FUR: An Imaginary Portrait of Diane Arbus,Nov,10,2006,16.8,0.223202,2.281089
42nd Street,Mar,9,1933,0.439,1.438,2.281
The Diary of a Teenage Girl,Aug,7,2015,2,1.477002,2.279959
Showdown in Little Tokyo,Jan,1,1991,8,2.275557,2.275557
Casino Jack,Dec,17,2010,12.5,2.039869,2.272186
Clay Pigeons,Sep,25,1998,8,1.793359,2.256606
DysFunkTional Family,Apr,4,2003,3,2.255,2.255
My All-American,Nov,13,2015,20,2.246,2.246
It's All Gone Pete Tong,Apr,15,2005,2,0.12062,2.226603
Smilla's Sense of Snow,Feb,28,1997,35,2.221994,2.221994
The Molly Maguires,Jan,1,1970,11,2.2,2.2
Dod sno,Jun,19,2009,0.8,0.046742,2.19402
In the Shadow of the Moon,Sep,7,2007,2,1.134358,2.175587
A Dog of Flanders,Aug,27,1999,7,2.165637,2.165637
Shadow Conspiracy,Jan,31,1997,45,2.15454,2.15454
Grave Encounters,Sep,9,2011,2,0,2.151887
Now is Good,Jan,8,2013,0.5,0,2.141436
Videodrome,Feb,4,1983,5.952,2.120439,2.120439
The Nutcracker,Nov,24,1993,19,2.119994,2.119994
Roar,Jan,1,1981,17,2.11005,2.11005
Mallrats,Oct,20,1995,6.1,2.108367,2.108367
Faithful,Apr,5,1996,13,2.104439,2.104439
The Pursuit of D.B. Cooper,Nov,13,1981,12,2.104164,2.104164
Another Earth,Jul,22,2011,0.175,1.321194,2.102779
I’m Not Ashamed,Oct,21,2016,1.5,2.08298,2.08298
Zero Effect,Jan,30,1998,5,2.080693,2.080693
Strangers with Candy,Jun,28,2006,2,2.072645,2.077844
Ayurveda: Art of Being,Jul,19,2002,0.3,0.016892,2.066892
Ravenous,Mar,19,1999,12,2.062406,2.062406
Z Storm,Aug,18,2015,7,0,2.05333
Beyond the Mat,Oct,22,1999,0.5,2.04757,2.04757
Roadside Romeo,Oct,24,2008,2,0.055202,2.04609
El Mariachi,Feb,26,1993,0.007,2.04092,2.041928
The Work and the Glory: American Zion,Oct,21,2005,6.5,2.025032,2.025032
The Broken Hearts Club: A Romantic Comedy,Sep,29,2000,1,1.744858,2.022442
Sur Le Seuil,Oct,3,2003,2.5,2.013052,2.013052
Greater,Aug,26,2016,9,2.000093,2.000093
She Done Him Wrong,Feb,9,1933,0.2,2,2
The Wrong Man,Dec,23,1956,1.2,2,2
Wilson,Aug,1,1944,5.2,2,2
Return to the Blue Lagoon,Jan,1,1991,11,2,2
Can't Stop the Music,Jun,20,1980,20,2,2
Playing for Keeps,Oct,3,1986,35,2,2
The Art of Getting By,Jun,17,2011,4,1.430241,1.989035
Shortbus,Oct,4,2006,2,1.985292,1.985292
Red State,Sep,23,2011,4,1.065429,1.983596
Escobar: Paradise Lost,Jun,26,2015,17,0.195792,1.973945
Osama,Jan,30,2004,0.5,1.127331,1.971479
Felicia's Journey,Nov,12,1999,15,0.824295,1.970268
All the Boys Love Mandy Lane,Oct,11,2013,0.75,0,1.960521
Crazy in Alabama,Oct,22,1999,15,1.954202,1.954202
Cecil B. Demented,Aug,11,2000,10,1.276984,1.953882
The Clan of the Cave Bear,Jan,17,1986,15,1.953732,1.953732
La chambre bleue,Oct,3,2014,1.4,0.260441,1.94542
The Christmas Candle,Nov,15,2013,7,1.632,1.933829
Thumbsucker,Sep,16,2005,4,1.328679,1.919197
Les herbes folles,Jun,25,2010,14,0.403952,1.903952
The Mighty Macs,Oct,21,2011,7,1.891936,1.891936
A Better Life,Jun,24,2011,10,1.759252,1.884251
Meek's Cutoff,Apr,8,2011,2,0.977772,1.869928
Tusk,Sep,19,2014,3,1.821983,1.857688
Dom Hemingway,Apr,2,2014,7,0.523511,1.857458
Who Killed the Electric Car?,Jun,28,2006,1,1.678874,1.849392
Zulu,Dec,31,2013,16,0,1.844228
Savva. Serdtse voyna,Mar,8,2016,30,0,1.841369
The Believer,May,17,2002,1.5,0.406035,1.840248
Tu Xia Chuan Qi,Dec,31,2011,12,0,1.8284
Eye See You,Sep,20,2002,55,0.079161,1.80799
Eye See You,Sep,20,2002,55,0.079161,1.80799
Code 46,Aug,6,2004,7.5,0.197148,1.788324
Tumbleweeds,Nov,24,1999,0.312,1.350248,1.788168
The Dangerous Lives of Altar Boys,Jun,14,2002,12,1.779284,1.779284
Murderball,Jul,8,2005,0.35,1.531154,1.772979
The Messenger,Nov,13,2009,6.5,1.10966,1.744952
Simon,Apr,7,2006,1.3,0.004055,1.738663
"Che, Part 1: The Argentine",Jan,9,2009,29,1.733532,1.733532
Freeheld,Oct,2,2015,7,0.546201,1.732228
"Men, Women and Children",Oct,1,2014,16,0.705908,1.705908
Lady in White,Apr,22,1988,4.7,1.705139,1.705139
The Bridge of San Luis Rey,Jun,10,2005,24,0.049981,1.696765
Saint Ralph,Aug,5,2005,5.2,0.795126,1.695126
Ararat,Nov,15,2002,15.5,1.693,1.693
Jesus' Son,Jun,16,2000,2.5,1.282084,1.687548
Steel,Aug,15,1997,16,1.686429,1.686429
Deadfall,Dec,7,2012,6,0.066351,1.673635
Subway,Nov,6,1985,2,0.390659,1.663296
Factory Girl,Feb,2,2007,7,1.661464,1.661464
"The Book of Mormon Movie, Volume 1: The Journey",Sep,12,2003,2,1.660865,1.660865
Festen,Oct,9,1998,1.3,1.64778,1.64778
Marci X,Aug,22,2003,20,1.646664,1.646664
It's a Wonderful Afterlife,Oct,8,2010,10,0,1.642939
Spider,Feb,28,2003,10,1.641788,1.641788
USS Indianapolis: Men of Courage,Nov,11,2016,40,0,1.641255
Gun Shy,Feb,4,2000,10,1.638202,1.638202
Flammen og Citronen,Jul,31,2009,9,0.148089,1.635241
Bacheha-Ye aseman,Jan,22,1999,0.18,0.933933,1.628579
Home,Jun,5,2009,12,0,1.620056
Session 9,Aug,10,2001,1.5,0.378176,1.619602
Walking and Talking,Jul,17,1996,1,1.28748,1.615787
Oscar and Lucinda,Dec,31,1997,12.5,1.612957,1.612957
The Blue Butterfly,Feb,20,2004,10.4,1.610194,1.610194
Dogtown and Z-Boys,Apr,26,2002,0.4,1.293295,1.600566
A Hard Day's Night,Aug,11,1964,0.56,1.53786,1.597233
Triangle,Feb,10,2010,12,0,1.595168
Midnight Meat Train,Aug,1,2008,15,0.073548,1.590246
Weekend,Sep,23,2011,0.19,0.484592,1.577585
Nicholas Nickleby,Dec,27,2002,10,1.5628,1.5628
Stan Helsing: A Parody,Oct,27,2009,14,0,1.553556
Chocolate: Deep Dark Secrets,Sep,16,2005,1,0.049,1.549
The Statement,Dec,12,2003,27,0.765637,1.545064
The Lords of Salem,Apr,19,2013,1.5,1.165881,1.541131
Blonde Ambition,Dec,21,2007,10,0.006422,1.537479
A Midnight Clear,Apr,24,1992,5,1.526697,1.526697
Trade,Sep,28,2007,12,0.214202,1.513388
The Cottage,Dec,31,2008,5,0,1.50496
Time Changer,Oct,25,2002,0.825,1.500711,1.500711
Salvador,Apr,23,1986,4.5,1.5,1.5
Lion of the Desert,Jan,1,1980,35,1.5,1.5
Bubba Ho-Tep,Sep,19,2003,1,1.239183,1.492895
Queen of the Desert,Apr,14,2017,36,0,1.480089
Patti Cake$,Aug,18,2017,1,0.800148,1.47109
Enter the Void,Sep,24,2010,16,0.337997,1.467278
Northfork,Jul,11,2003,1.9,1.420578,1.44514
Down by Law,Sep,26,1986,1.1,1.436,1.436
No End In Sight,Jul,27,2007,2,1.433319,1.433319
I Hope They Serve Beer in Hell,Sep,25,2009,7,1.429299,1.429453
Panic,Dec,1,2000,1,0.779137,1.425707
Thr3e,Jan,5,2007,2.4,1.008849,1.420418
Polytechnique,Feb,6,2009,6,1.418304,1.418304
Wendy and Lucy,Dec,10,2008,0.3,0.865695,1.416046
Where the Truth Lies,Oct,14,2005,25,0.872142,1.415656
The Funeral,Nov,1,1996,12.5,1.212799,1.412799
Metropolis,Jan,25,2002,15,0.673414,1.405032
Surveillance,Jun,26,2009,3.5,0.027349,1.396395
?????,Dec,31,2015,7,0,1.39141
"For a Good Time, Call",Aug,31,2012,0.85,1.251749,1.386088
Bully,Jul,13,2001,2.1,0.881824,1.381824
The Claim,Dec,29,2000,13,0.622023,1.375635
"Gandhi, My Father",Aug,3,2007,5,0.240425,1.375194
Kynodontas,Jun,25,2010,0.323,0.110248,1.373407
American Desi,Mar,16,2001,0.25,0.902835,1.366235
Julia,May,8,2009,6,0.065108,1.365108
The Offspring,Sep,4,1987,1.1,1.355728,1.355728
The Secrets of Jonathan Sperry,Sep,18,2009,1,1.355079,1.355079
Kansas City,Aug,16,1996,19,1.353824,1.353824
The City of Your Final Destination,Apr,16,2010,8.3,0.493296,1.353296
Mean Creek,Aug,20,2004,0.5,0.603951,1.34875
Nikté,Dec,31,2009,2.4,0,1.333891
Damsels in Distress,Apr,6,2012,3,1.007535,1.324299
Travellers and Magicians,Jan,7,2005,1.8,0.506793,1.322161
Le hussard sur le toit,Apr,19,1996,35,1.320043,1.320043
Saints and Soldiers,Aug,6,2004,0.78,1.31047,1.31047
8 Million Ways to Die,Apr,25,1986,18,1.305114,1.305114
"War, Inc.",May,23,2008,10,0.580862,1.299855
Conversations with Other Women,Aug,11,2006,0.45,0.379418,1.297745
The Business of Strangers,Dec,7,2001,6,1.03092,1.29092
I Spit on Your Grave,Oct,8,2010,1.75,0.093051,1.278471
Saving Face,May,27,2005,2.5,1.187266,1.269705
Twixt,Jul,23,2013,7,0,1.268346
The Holy Girl,Apr,29,2005,1.4,0.304124,1.261792
The Singles Ward,Feb,1,2002,0.5,1.250798,1.250798
Outlander,Jan,23,2009,50,0.166003,1.250617
The Rocky Horror Picture Show,Sep,26,1975,1.2,1.054845,1.24894
Losin' It,Apr,8,1983,7,1.246141,1.246141
The Future,Jul,29,2011,1,0.568662,1.239174
Slow Burn,Apr,13,2007,15.5,1.237615,1.237615
You Got Served: Beat The World,Jun,21,2011,10,0,1.230542
Slacker,Aug,1,1991,0.023,1.227508,1.227508
Blackthorn,Oct,7,2011,4.5,0.200558,1.217307
Darling Companion,Apr,20,2012,12,0.793352,1.200346
Anna,Jun,6,2014,4.357373,0,1.2
Phantom,Mar,1,2013,18,1.034589,1.19951
Me and Orson Welles,Nov,25,2009,25,1.190003,1.190003
Kill the Irishman,Mar,11,2011,12,1.188194,1.188194
Fiza,Sep,8,2000,1,0.623791,1.179462
Casa de Areia,Aug,11,2006,3.75,0.539285,1.178175
Groove,Jun,9,2000,0.5,1.115313,1.167524
The Burning Plain,Sep,18,2009,20,0.20073,1.167092
The Overnight,Jun,19,2015,0.2,1.109808,1.165996
King of California,Sep,14,2007,10,0.268461,1.165102
Tarnation,Oct,6,2004,0.4,0.592014,1.162014
Trois,Feb,11,2000,0.2,1.161843,1.161843
The Face of Love,Mar,7,2014,4,0.385069,1.158877
Chuck&Buck,Jul,14,2000,0.25,1.055671,1.157672
Palo Alto,May,9,2014,1,0.767732,1.156309
Get Real,Apr,30,1999,2,1.152411,1.152411
Excessive Force,May,14,1993,13,1.152117,1.152117
The Son of No One,Nov,4,2011,15,0.03068,1.148578
Lolita,Jul,22,1998,55,1.147784,1.147784
Lolita,Jul,22,1998,55,1.147784,1.147784
L.I.E.,Sep,7,2001,0.7,1.140965,1.140965
Sholem Aleichem: Laughing in the Darkness,Jul,8,2011,0.5,1.131261,1.131261
The Ballad of Jack and Rose,Mar,25,2005,1.5,0.712294,1.126258
The R.M.,Jan,31,2003,0.5,1.111615,1.111615
Burn,Jul,20,2012,0.225,1.109276,1.109276
A Little Bit of Heaven,May,4,2012,12.5,0.010011,1.100287
Slam,Oct,9,1998,1,1.009819,1.087521
Blood and Wine,Feb,21,1997,26,1.08335,1.08335
Loin des hommes,Apr,14,2015,7.7,0.005336,1.080428
Dinner Rush,Sep,28,2001,2,0.638227,1.075504
Ain't Them Bodies Saints,Aug,16,2013,5,0.391611,1.075009
50 to 1,Mar,21,2014,10,1.069454,1.069454
Undiscovered,Aug,26,2005,9,1.069318,1.069318
September Dawn,Aug,24,2007,10.1,1.066555,1.066555
The Oogieloves in the BIG Balloon Adventure,Aug,29,2012,20,1.065907,1.065907
Wonderland,Oct,3,2003,5.5,1.060512,1.060512
The Ten Commandments,Oct,19,2007,10,0.95282,1.051907
Light Sleeper,Sep,21,1992,5,1.050861,1.050861
Coriolanus,Jan,20,2012,10,0.749641,1.049641
A Home at the End of the World,Jul,23,2004,6.5,1.029017,1.03381
Urbania,Sep,15,2000,0.225,1.032075,1.032075
Twin Falls Idaho,Jul,30,1999,0.5,0.985341,1.027228
Spun,Mar,14,2003,4.5,0.410241,1.022649
Chain Letter,Oct,1,2010,3,0.205842,1.022453
The Innkeepers,Feb,3,2012,0.75,0.078396,1.011535
Owning Mahowny,May,2,2003,10,1.011054,1.011054
The Girlfriend Experience,May,22,2009,1.3,0.69584,1.00584
Ruby in Paradise,Oct,1,1993,0.8,1.001437,1.001437
March or Die,Aug,5,1977,7,1,1
Caravans,Jan,1,1978,14,1,1
Fifty Dead Men Walking,Aug,21,2009,10,0,0.997921
Duma,Sep,30,2005,12,0.870067,0.99479
American Teen,Jul,25,2008,5,0.942441,0.989319
Another Happy Day,Nov,18,2011,4,0.00912,0.978527
MirrorMask,Sep,30,2005,4,0.864959,0.973613
Down in the Valley,May,5,2006,8,0.568932,0.973443
Savage Grace,May,28,2008,4.6,0.434417,0.968805
Circumstance,Aug,26,2011,0.9,0.454121,0.958978
Wild Card,Jan,30,2015,30,0.0032,0.929157
Aimée & Jaguar,Aug,11,2000,6.8,0.927107,0.927107
Jimi: All is By My Side,Sep,26,2014,5,0.340911,0.927074
Delgo,Dec,12,2008,40,0.91584,0.91584
Dungeons & Dragons: Wrath of the Dragon God,Dec,31,2005,15,0,0.909822
The Ballad of Gregorio Cortez,Aug,19,1983,1.305,0.909,0.909
The Brothers Solomon,Sep,7,2007,10,0.900926,0.900926
Mata Hari,Dec,31,1931,0.558,0.9,0.9
à L'Intérieur,Apr,15,2008,3,0,0.895932
Party Monster,Aug,29,2003,5,0.742898,0.89403
The Caveman's Valentine,Mar,2,2001,13.5,0.687081,0.892506
The Blue Bird,Jan,1,1976,1.2,0.887,0.887
La otra conquista,Apr,19,2000,3.5,0.88641,0.88641
Princess Kaiulani,May,14,2010,9,0.883887,0.883887
The Blood of Heroes,Feb,23,1990,7.7,0.88229,0.88229
Pandora's Box,Aug,9,2002,0.8,0.88195,0.88195
Venom,Sep,16,2005,25,0.881745,0.881745
All Good Things,Dec,3,2010,20,0.582024,0.873617
Two Night Stand,Sep,26,2014,1.6,0.0156,0.868081
Latter Days,Jan,30,2004,0.85,0.833118,0.865708
Miss Julie,May,5,2015,5.5,0,0.863895
Redacted,Nov,16,2007,5,0.065388,0.861325
I Origins,Jul,18,2014,1,0.336472,0.852399
Brigham City,Apr,6,2001,1,0.852206,0.852206
Atlas Shrugged: Who Is John Galt?,Sep,12,2014,5,0.85169,0.85169
Alone with Her,Jan,17,2007,1,0.010787,0.844377
Higher Ground,Aug,23,2011,1.8,0.841056,0.842693
Primer,Oct,8,2004,0.007,0.42476,0.841926
The Battle of Shaker Heights,Aug,22,2003,1,0.280351,0.839145
Illuminata,Aug,6,1999,10,0.836641,0.836641
Hobo with a Shotgun,May,6,2011,3,0.703372,0.834953
Compliance,Aug,17,2012,0.27,0.319285,0.8307
Donkey Punch,Jan,23,2009,0.75,0.019367,0.814801
Charly,Sep,27,2002,0.95,0.814666,0.814666
Freedom,Jun,5,2015,14.5,0,0.812783
The Barbarians,Mar,31,1987,4,0.8,0.8
Manglehorn,Jun,19,2015,4,0.13227,0.797439
Molière,Jul,27,2007,21.6,0.635733,0.791154
The Ten,Aug,3,2007,5.25,0.769726,0.786677
Trespass,Oct,14,2011,35,0.016816,0.786532
POM Wonderful Presents: The Greatest Movie Ever Sold,Apr,22,2011,1.8,0.638476,0.783733
Without Limits,Sep,11,1998,25,0.780326,0.780326
Survivor,May,29,2015,20,0,0.774905
Beastmaster 2: Through the Portal of Time,Aug,30,1991,6,0.77349,0.77349
Praia do Futuro,Feb,27,2015,4,0.02062,0.760678
Sherrybaby,Sep,8,2006,2,0.199176,0.759504
Trees Lounge,Oct,11,1996,1.3,0.749741,0.749741
Love and Other Catastrophes,Mar,28,1997,0.25,0.212285,0.743216
The Square,Apr,9,2010,1.9,0.406216,0.740932
Out of the Blue,Oct,19,2007,4.6,0.000728,0.731767
Valhalla Rising,Jul,16,2010,5.7,0.030638,0.731613
Motherhood,Oct,23,2009,10,0.093388,0.723388
Free Style,Oct,9,2009,10,0.141108,0.721108
Gerry,Feb,14,2003,7,0.254683,0.719699
Karakter,Mar,27,1998,4.5,0.713413,0.713413
All the Real Girls,Feb,14,2003,1,0.549666,0.70302
Inside Deep Throat,Feb,11,2005,2,0.69188,0.69188
Feast,Sep,22,2006,3.2,0.056131,0.690872
Rubber,Apr,1,2011,0.5,0.10037,0.680914
Stake Land,Apr,22,2011,4,0.033245,0.679482
The Salton Sea,Apr,26,2002,18,0.676698,0.676698
Dayereh,Mar,9,2001,0.01,0.67378,0.67378
The Thief and the Cobbler,Aug,25,1995,24,0.669276,0.669276
Yes,Jun,24,2005,1.7,0.396035,0.661221
Heroes,Oct,24,2008,0.4,0.655538,0.655538
The Oh in Ohio,Jul,14,2006,5,0.418689,0.648183
The Virginity Hit,Sep,24,2010,2,0.636706,0.636706
Bilal: A New Breed of Hero,Feb,2,2018,30,0.490515,0.636684
Journey from the Fall,Mar,23,2007,1.3,0.635305,0.635305
May,Feb,7,2003,1.75,0.14554,0.634803
Ride With the Devil,Nov,24,1999,35,0.630779,0.630779
The Brown Bunny,Aug,27,2004,10,0.366301,0.630427
I Come with the Rain,Dec,31,2008,18,0,0.627422
Orgazmo,Oct,23,1998,1,0.582024,0.627287
Texas Rangers,Nov,30,2001,38,0.623374,0.623374
Margaret,Sep,30,2011,14,0.047185,0.623292
Company Man,Mar,9,2001,12,0.146028,0.622273
Trekkies,May,21,1999,0.375,0.617172,0.617172
London to Brighton,Aug,11,2009,0.825,0,0.610776
The Basket,May,5,2000,1.3,0.609042,0.609042
Bitter Harvest,Feb,24,2017,21,0.557241,0.606162
20 Dates,Feb,26,1999,0.066,0.541636,0.60292
Lonesome Jim,Mar,24,2006,0.5,0.154187,0.602789
Swept Away,Oct,11,2002,10,0.598645,0.598645
Maggie,May,8,2015,4.5,0.187112,0.597989
Blue Like Jazz,Apr,13,2012,1.2,0.595018,0.595018
Super,Apr,1,2011,2.5,0.327716,0.593933
Prefontaine,Jan,24,1997,8,0.590817,0.590817
The Wicked Lady,Oct,28,1983,8,0.589308,0.589308
"Dancer, Texas Pop. 81",May,1,1998,2.3,0.574838,0.574838
Rudderless,Oct,17,2014,5,0.056001,0.567219
Los Cronocrímenes,Dec,12,2008,2.6,0.039127,0.564474
Poolhall Junkies,Feb,28,2003,4,0.563711,0.563711
Ondine,Jun,4,2010,12,0.550472,0.557545
Masked and Anonymous,Jul,24,2003,7.5,0.533344,0.555335
Plastic,Sep,26,2014,10,0,0.552641
Heli,Dec,31,2013,1,0,0.552614
The Lost Medallion: The Adventures of Billy Stone,Mar,1,2013,2.5,0.549632,0.549632
23 Blast,Oct,24,2014,1,0.549185,0.549185
Manderlay,Jan,27,2006,14.2,0.074205,0.543306
Dream With The Fishes,Jun,20,1997,1,0.542909,0.542909
Clockwatchers,May,15,1998,2,0.537948,0.539961
Standing Ovation,Jul,16,2010,5.6,0.531806,0.531806
Things to Do in Denver when You're Dead,Dec,1,1995,15,0.529766,0.529766
The Reluctant Fundamentalist,Apr,26,2013,15,0.528731,0.528731
The Singing Detective,Oct,24,2003,8,0.336456,0.524747
Madison,Apr,22,2005,15.5,0.517262,0.517262
Unsullied,Apr,22,2016,1.5,0.510957,0.510957
The Wild Bunch,Jun,18,1969,6,0.509424,0.509424
In The Land of Blood and Honey,Dec,23,2011,13,0.303877,0.509193
The Other End of the Line,Oct,31,2008,2.5,0.115504,0.507446
The Act of Killing,Jul,19,2013,1,0.486919,0.501289
Idiocracy,Sep,1,2006,2.4,0.444093,0.500296
Marilyn Hotchkiss' Ballroom Dancing and Charm School,Mar,31,2006,2.5,0.349132,0.497195
L'incomparable mademoiselle C.,Apr,23,2004,3.4,0.493905,0.493905
The Extra Man,Jul,30,2010,7,0.453377,0.492108
Before We Go,Sep,4,2015,3,0.037151,0.483938
Bone Tomahawk,Oct,23,2015,2,0,0.481525
Brotherly Love,Apr,24,2015,1.9,0.478595,0.478595
Blue Car,May,2,2003,1,0.464126,0.475367
Artie Lange's Beer League,Sep,15,2006,2.8,0.475,0.475
Wristcutters: A Love Story,Oct,19,2007,1,0.446165,0.473769
House of D,Apr,15,2005,2,0.388532,0.466106
The Last Shot,Sep,24,2004,40,0.46373,0.46373
Wah-Wah,May,12,2006,7,0.23475,0.463039
Kill List,Feb,3,2012,0.8,0.029063,0.462206
Brooklyn Rules,May,11,2007,8,0.458232,0.458232
Gunless,Apr,30,2010,9.9,0.458054,0.458054
Fido,Jun,15,2007,8,0.29811,0.456814
The Legend of Suriyothai,Jun,20,2003,9,0.454255,0.454255
Brother,Jul,20,2001,12,0.450594,0.450594
Sunday,Aug,22,1997,0.45,0.410919,0.450349
Dear Wendy,Sep,23,2005,8,0.023106,0.446438
The Hammer,Mar,21,2008,0.85,0.442638,0.442638
A Lonely Place to Die,Mar,20,2012,4,0,0.44255
Grabbers,Jul,19,2013,5.3,0,0.440821
Short Cut to Nirvana: Kumbh Mela,Oct,22,2004,0.2,0.381225,0.439651
Song One,Jan,23,2015,6,0.032251,0.437089
Blue Ruin,Apr,25,2014,0.42,0.258384,0.435168
I Want Your Money,Oct,15,2010,0.4,0.433588,0.433588
Sound of My Voice,Apr,27,2012,0.135,0.408015,0.429448
Backmask,Sep,1,2015,0.025,0,0.428923
Luminarias,May,5,2000,1,0.428535,0.428535
Tiny Furniture,Nov,12,2010,0.05,0.391674,0.424149
Foolproof,Oct,3,2003,5.8,0.230312,0.421021
Out of the Dark,Dec,31,1989,1.6,0.419428,0.419428
Killing Zoe,Aug,31,1994,1.5,0.418953,0.418953
Dead Man's Shoes,May,12,2006,1.125,0.006408,0.414736
The Death and Life of Bobby Z,Sep,4,2007,8,0,0.414617
Snow Angels,Mar,7,2008,1.5,0.402858,0.414404
Pink Flamingos,Apr,11,1997,0.012,0.413802,0.413802
The Brass Teapot,Apr,5,2013,0.9,0.006997,0.413733
The Boondock Saints,Jan,21,2000,7,0.030471,0.411874
The 5th Quarter,Mar,25,2011,6,0.408159,0.408159
Bottle Rocket,Feb,21,1996,5,0.407488,0.407488
Drinking Buddies,Aug,23,2013,0.5,0.343706,0.4071
The Signal,Feb,22,2008,0.05,0.25115,0.406299
Old Joy,Aug,25,2006,0.3,0.255923,0.399908
The Loss of Sexual Innocence,May,28,1999,4,0.399793,0.399793
The First Great Train Robbery,Feb,2,1979,6,0.391942,0.391942
The Last Sin Eater,Feb,9,2007,2.2,0.38839,0.38839
Criminal Activities,Nov,20,2015,7,0,0.386744
Adoration,May,8,2009,4,0.294244,0.384244
Hesher,May,13,2011,7,0.382946,0.382946
The Quiet,Aug,25,2006,0.9,0.38142,0.38142
The Game of Their Lives,Apr,22,2005,20,0.375474,0.375474
Let's Talk About Sex,Sep,11,1998,0.3,0.373615,0.373615
Joe,Apr,11,2014,4,0.373375,0.373375
MOOZ-lum,Feb,11,2011,1.5,0.362239,0.372239
Deterrence,Mar,10,2000,0.8,0.144583,0.371647
Hurricane Streets,Feb,13,1998,0.5,0.334041,0.367582
Southland Tales,Nov,14,2007,17,0.27538,0.364607
The Young and Prodigious T.S. Spivet,Jul,31,2015,33,0.176847,0.357687
Welcome to the Rileys,Oct,29,2010,10,0.152857,0.355919
The Invitation,Apr,8,2016,1,0.231738,0.354836
Prison,Mar,4,1988,4,0.354704,0.354704
Buffalo Soldiers,Jul,25,2003,15,0.353743,0.353743
Albino Alligator,Jan,17,1997,5,0.35348,0.35348
Everybody Wants to Be Italian,Sep,5,2008,3,0.351416,0.351416
Due occhi diabolici,Oct,25,1991,9,0.349618,0.349618
Malevolence,Sep,10,2004,0.2,0.126021,0.346106
George Washington,Oct,27,2000,0.042,0.241816,0.342722
The Good Heart,Apr,30,2010,3.8,0.02093,0.34093
Standard Operating Procedure,Apr,25,2008,5,0.22883,0.33212
Creature,Sep,9,2011,3,0.331,0.331
Neal n' Nikki,Dec,9,2005,1.3,0.100358,0.329621
City of Ghosts,Apr,25,2003,17.5,0.325491,0.325491
Desert Dancer,Apr,10,2015,4,0.155271,0.324218
The Last Waltz,Jul,1,1991,0.035,0.321952,0.321952
Billy: The Early Years of Billy Graham,Oct,10,2008,3.6,0.320896,0.320896
The Yellow Handkerchief,Feb,26,2010,15.5,0.318623,0.318623
The Informers,Apr,24,2009,18,0.315,0.315
The Other Dream Team,Sep,28,2012,0.5,0.134109,0.314444
Jungle Shuffle,Mar,10,2015,10,0,0.314073
Elling,May,29,2002,2.1,0.313436,0.313436
Cargo,Oct,21,2011,4.2,0,0.31323
San qiang pai an jing qi,Sep,3,2010,12,0.190946,0.310946
My Dog Tulip,Sep,1,2010,0.35,0.246574,0.310891
I Am Wrath,Apr,15,2016,18,0,0.309608
Never Again,Jul,12,2002,0.5,0.307631,0.308793
Chairman of the Board,Mar,13,1998,7,0.306715,0.306715
Rapa Nui,Sep,11,1994,20,0.30507,0.30507
Stonewall,Jul,26,1996,2,0.304602,0.304602
Taxi to the Dark Side,Jan,18,2008,1,0.274661,0.304472
Shooting Fish,May,1,1998,4,0.302204,0.302204
World's Greatest Dad,Aug,21,2009,10,0.221805,0.29575
Freeway,Aug,23,1996,3,0.295493,0.295493
3,Sep,16,2011,7.2,0.059774,0.295492
Imaginary Heroes,Dec,17,2004,10,0.228524,0.290875
Antarctica: A Year on Ice,Nov,28,2014,1,0.288757,0.288757
