byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,opening_date,publication_date,summary_short
STEPHEN HOLDEN,0,11/2/2017 4:18,Did You Hear About the Morgans?,"Why, Oh Why, Oh Why, Oh, Send Us to Wy-o-ming?",Read the New York Times Review of Did You Hear About the Morgans?,article,http://www.nytimes.com/2009/12/18/movies/18morgans.html,PG-13,,12/18/2009,12/17/2009,There are barely enough titter-worthy one-liners in “Did You Hear About the Morgans?” to prevent it from sinking under the weight of its clichés.
A. O. SCOTT,1,11/2/2017 4:18,Me and Orson Welles,When a Bombastic Young Man Bestrode the Boards of the Mercury Theater,Read the New York Times Review of Me and Orson Welles,article,http://www.nytimes.com/2009/11/25/movies/25orson.html,PG-13,,12/18/2009,11/24/2009,“Me and Orson Welles” pays tribute to youthful creative ambition where and whenever it may thrive.
A. O. SCOTT,0,11/2/2017 4:18,The Road,Father and Son Bond in Gloomy Aftermath of Disaster,Read the New York Times Review of The Road,article,http://www.nytimes.com/2009/11/25/movies/25road.html,R,,12/18/2009,11/24/2009,"The most arresting aspect of “The Road” is just how fully the filmmakers have realized this bleak, blighted landscape of a modern society reduced to savagery."
STEPHEN HOLDEN,0,11/2/2017 4:18,Ricky,Imagine Childproofing for a Winged Baby,Read the New York Times Review of Ricky,article,http://www.nytimes.com/2009/12/16/movies/16ricky.html,,,12/16/2009,12/15/2009,"As François Ozon’s “Ricky” rubs its genres together, it creates a sense of discomfort."
A. O. SCOTT,0,11/2/2017 4:18,Living in Emergency,Treating the World’s Sorrow and Pain,Read the New York Times Review of Living in Emergency,article,http://www.nytimes.com/2010/06/04/movies/04living.html,Not Rated,,12/14/2009,6/3/2010,Mark Hopkins’s documentary “Living in Emergency: Stories of Doctors Without Borders” focuses on several physicians in troubled spots around the world.
RACHEL SALTZ,1,11/2/2017 4:18,Rocket Singh - Salesman of the Year,High Road in Business? He Takes It,Read the New York Times Review of Rocket Singh - Salesman of the Year,article,http://www.nytimes.com/2009/12/15/movies/15rocket.html,,,12/11/2009,12/14/2009,Ranbir Kapoor turns in a skillfully understated performance in “Rocket Singh: Salesman of the Year.”
A. O. SCOTT,1,11/2/2017 4:18,Invictus,"Final Score: Future 1, Past 0",Read the New York Times Review of Invictus,article,http://www.nytimes.com/2009/12/11/movies/11invictus.html,PG-13,,12/11/2009,12/10/2009,"Clint Eastwood’s “Invictus,” a rousing true story of athletic triumph, is also that director’s latest exploration of revenge, the defining theme of his career."
STEPHEN HOLDEN,0,11/2/2017 4:18,Hannah Free,"Even at Death’s Door, a Lesbian Couple Still Find Peace Elusive",Read the New York Times Review of Hannah Free,article,http://www.nytimes.com/2009/12/11/movies/11hannah.html,Not Rated,,12/11/2009,12/10/2009,“Hannah Free” is a tear-jerker about longtime lesbian lovers languishing in the same Michigan nursing home.
MANOHLA DARGIS,0,11/2/2017 4:18,The Princess and the Frog,That Old Bayou Magic: Kiss and Ribbit (and Sing),Read the New York Times Review of The Princess and the Frog,article,http://www.nytimes.com/2009/11/25/movies/25frog.html,G,,12/11/2009,11/24/2009,"It’s not easy being green. But to judge from how this hand-drawn movie addresses, or rather strenuously avoids, race, it is a lot more difficult to be black."
A. O. SCOTT,0,11/2/2017 4:18,Bad Lieutenant: Port of Call New Orleans,"A New Orleans Mystery: A Cop So Bad, He’s Good",Read the New York Times Review of Bad Lieutenant: Port of Call New Orleans,article,http://www.nytimes.com/2009/11/20/movies/20badlieutenant.html,R,,12/11/2009,11/19/2009,"Pain, addiction and craziness fuel “Bad Lieutenant: Port of Call New Orleans.”"
MIKE HALE,0,11/2/2017 4:18,The Boondock Saints II:  All Saints Day,More Boston Irish Catholic Vigilante Action,Read the New York Times Review of The Boondock Saints II:  All Saints Day,article,http://www.nytimes.com/2009/10/30/movies/30boon.html,R,,12/11/2009,10/29/2009,“Boondock Saints II: All Saints Day” indulges in extreme movie love.
MIKE HALE,0,11/2/2017 4:18,Transylmania,Digging Up All the Old Vampire Jokes,Read the New York Times Review of Transylmania,article,http://www.nytimes.com/2009/12/05/movies/05mania.html,R,,12/4/2009,12/4/2009,"“Transylmania,” a vampire-hunter, college road trip sex comedy, has a problem: someone has drained all the laughs out of it."
A. O. SCOTT,0,11/2/2017 4:18,Armored,Truck Heist Hits a Skid in a B Movie With a Soul,Read the New York Times Review of Armored,article,http://www.nytimes.com/2009/12/05/movies/05armored.html,PG-13,,12/4/2009,12/4/2009,"“Armored,” an unpretentious action thriller about a supposedly bloodless robbery that turns foul and messy, is basic, brutal and sometimes clumsy, but far from dumb."
STEPHEN HOLDEN,0,11/2/2017 4:18,Serious Moonlight,Love Triangle Bound by Tape and Talk,Read the New York Times Review of Serious Moonlight,article,http://www.nytimes.com/2009/12/04/movies/04serious.html,R,,12/4/2009,12/3/2009,"“Serious Moonlight” suggests an unholy, watered-down hybrid of “The Ref” and “Funny Games,” played as a chirpy screwball comedy."
RACHEL SALTZ,0,11/2/2017 4:18,Paa,A Tale of India,Read the New York Times Review of Paa,article,http://www.nytimes.com/2009/12/04/movies/04paa.html,,,12/4/2009,12/3/2009,“Paa” has a weird I’m-my-own-grandpa charge.
STEPHEN HOLDEN,0,11/2/2017 4:18,Gigante,Love (Bashful) in the Nighttime Workplace (Oppressive),Read the New York Times Review of Gigante,article,http://www.nytimes.com/2009/12/04/movies/04gigante.html,,,12/4/2009,12/3/2009,"“Gigante” is a small, unpretentious slice of Uruguayan neo-realism."
STEPHEN HOLDEN,0,11/2/2017 4:18,Everybody's Fine,"De Niro Packs His Suitcase, Heading to Geezer Territory",Read the New York Times Review of Everybody's Fine,article,http://www.nytimes.com/2009/12/04/movies/04everybody.html,PG-13,,12/4/2009,12/3/2009,Warning: A putatively heartwarming dramatic comedy like “Everybody’s Fine” can be hazardous to your health.
A. O. SCOTT,0,11/2/2017 4:18,Brothers,A War Abroad Ignites a Battle at Home,Read the New York Times Review of Brothers,article,http://www.nytimes.com/2009/12/04/movies/04brothers.html,R,,12/4/2009,12/3/2009,“Brothers” is in some ways less a movie about war than a movie that uses war as a scaffolding for domestic melodrama.
MANOHLA DARGIS,0,11/2/2017 4:18,Film ist a Girl & a Gun,"In Old Clips, a Paradise Found and Lost",Read the New York Times Review of Film ist a Girl & a Gun,article,http://www.nytimes.com/2009/12/02/movies/02filmist.html,,,12/4/2009,12/1/2009,The Austrian director Gustav Deutsch constructs “Film Ist. a Girl & a Gun” from a wealth of found footage borrowed from film archives from around the world.
MIKE HALE,0,11/2/2017 4:18,Red Cliff: Part I,It’s Good Guys vs. Bad Guys on a China-Size Scale,Read the New York Times Review of Red Cliff: Part I,article,http://www.nytimes.com/2009/11/18/movies/18redcliff.html,R,,12/4/2009,11/17/2009,"With “Red Cliff,” the director John Woo goes back to his violent roots."
A. O. SCOTT,1,11/2/2017 4:18,The Messenger,Delivering Bad News and Truths About War,Read the New York Times Review of The Messenger,article,http://www.nytimes.com/2009/11/13/movies/13messenger.html,R,,12/4/2009,11/12/2009,Oren Moverman’s sober and satisfying drama shows how the wars in Afghanistan and Iraq have created a fissure in American society.
STEPHEN HOLDEN,0,11/2/2017 4:18,Before Tomorrow,Ancient Inuit Wisdom as Sustenance in Dire Times,Read the New York Times Review of Before Tomorrow,article,http://www.nytimes.com/2009/12/02/movies/02before.html,,,12/2/2009,12/1/2009,“Before Tomorrow” succumbs to ethnographic sentimentality in its idyllic depiction of a world threatened by evil.
STEPHEN HOLDEN,0,11/2/2017 4:18,Ward No. 6,Longing for the Old Days and Looking for Meaning,Read the New York Times Review of Ward No. 6,article,http://www.nytimes.com/2009/11/27/movies/27ward.html,,,11/27/2009,11/26/2009,“Ward No. 6” is an updated adaptation of Chekhov’s famous short story set in a Russian provincial mental hospital.
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Ninja Assassin,Hero Who Can’t Keep His Shirt On,Read the New York Times Review of Ninja Assassin,article,http://www.nytimes.com/2009/11/25/movies/25ninja.html,R,,11/25/2009,11/24/2009,The best thing about “Ninja Assassin” is its refreshingly honest title.
STEPHEN HOLDEN,0,11/2/2017 4:18,Old Dogs,"A Bit Mangy, but Up for New Tricks",Read the New York Times Review of Old Dogs,article,http://www.nytimes.com/2009/11/25/movies/25dogs.html,PG,,11/25/2009,11/24/2009,To describe the knockabout family comedy “Old Dogs” as a ramshackle mess doesn’t begin to evoke the confusion and sloppy continuity of the movie.
A. O. SCOTT,1,11/2/2017 4:18,The Fantastic Mr. Fox,Don’t Count Your Chickens,Read the New York Times Review of The Fantastic Mr. Fox,article,http://www.nytimes.com/2009/11/13/movies/13fantastic.html,PG,,11/25/2009,11/12/2009,“Fantastic Mr. Fox” is in some ways Wes Anderson’s most fully realized and satisfying film.
MANOHLA DARGIS,0,11/2/2017 4:18,The Twilight Saga:  New Moon,"Abstinence Makes the Heart ... Oh, You Know",Read the New York Times Review of The Twilight Saga:  New Moon,article,http://www.nytimes.com/2009/11/20/movies/20twilightnewmoon.html,PG-13,,11/20/2009,11/19/2009,The big tease turns into the long goodbye in “The Twilight Saga: New Moon.”
STEPHEN HOLDEN,0,11/2/2017 4:18,Planet 51,"A Misunderstood Alien, but Not as Smart as E.T.",Read the New York Times Review of Planet 51,article,http://www.nytimes.com/2009/11/20/movies/20planet.html,PG,,11/20/2009,11/19/2009,The agreeable but flagrantly unoriginal “Planet 51” belongs to the mix-and-match school of animated moviemaking.
A. O. SCOTT,0,11/2/2017 4:18,The Blind Side,Steamrolling Over Life’s Obstacles With Family as Cheerleaders,Read the New York Times Review of The Blind Side,article,http://www.nytimes.com/2009/11/20/movies/20blindside.html,PG-13,,11/20/2009,11/19/2009,“The Blind Side” is a movie made up almost entirely of turning points and yet curiously devoid of drama or suspense.
A. O. SCOTT,1,11/2/2017 4:18,Precious,"Howls of a Life, Buried Deep Within",Read the New York Times Review of Precious,article,http://www.nytimes.com/2009/11/06/movies/06precious.html,R,,11/20/2009,11/5/2009,"“Precious” is a hybrid, a mash-up that might have been ungainly, but that manages to be graceful instead."
MANOHLA DARGIS,0,11/2/2017 4:18,2012,"When the World Hangs in the Balance, a Reliable Calendar Is Needed",Read the New York Times Review of 2012,article,http://www.nytimes.com/2009/11/13/movies/13twentytwelve.html,PG-13,,11/13/2009,11/12/2009,"I know what I have against Roland Emmerich, but what does he have against us?"
MIKE HALE,0,11/2/2017 4:18,Ten9Eight: Shoot For The Moon,Business Boosterism,Read the New York Times Review of Ten9Eight: Shoot For The Moon,article,http://www.nytimes.com/2009/11/13/movies/13tennineeight.html,Not Rated,,11/13/2009,11/12/2009,Mary Mazzio’s “Ten9Eight: Shoot for the Moon” is a tirelessly inspirational documentary about teenagers competing in a nationwide business contest.
MANOHLA DARGIS,0,11/2/2017 4:18,Pirate Radio,"Rock Boys’ Adventure, With BBC as the Enemy",Read the New York Times Review of Pirate Radio,article,http://www.nytimes.com/2009/11/13/movies/13pirateradio.html,R,,11/13/2009,11/12/2009,"Boys will be boys and often at top volume in “Pirate Radio,” Richard Curtis’s fanciful fiction about rebel broadcasters."
NEIL GENZLINGER,0,11/2/2017 4:18,The Good Soldier,"Dark Side of Heroism, Told in Four Wars",Read the New York Times Review of The Good Soldier,article,http://www.nytimes.com/2009/11/11/movies/11good.html,Not Rated,,11/11/2009,11/10/2009,"“The Good Soldier” is an attack on the military, drenched in blood."
MANOHLA DARGIS,0,11/2/2017 4:18,The Men Who Stare at Goats,Mission Mind Control in Defense of America,Read the New York Times Review of The Men Who Stare at Goats,article,http://www.nytimes.com/2009/11/06/movies/06themen.html,R,,11/6/2009,11/5/2009,"“The Men Who Stare at Goats” is a likable, lightweight, absurdist comedy."
MANOHLA DARGIS,0,11/2/2017 4:18,The Box,"Simplifying One Life, Complicating Another",Read the New York Times Review of The Box,article,http://www.nytimes.com/2009/11/06/movies/06thebox.html,PG-13,,11/6/2009,11/5/2009,“The Box” is sincere and sinister and inevitably ambitious.
A. O. SCOTT,0,11/2/2017 4:18,Disney's A Christmas Carol,Ghosts of Technology Present,Read the New York Times Review of Disney's A Christmas Carol,article,http://www.nytimes.com/2009/11/06/movies/06disney.html,PG,,11/6/2009,11/5/2009,"“Disney’s A Christmas Carol,” written and directed by Robert Zemeckis, is a branded piece of shiny seasonal entertainment."
STEPHEN HOLDEN,0,11/2/2017 4:18,The Fourth Kind,Even Insomniacs Can Have Nightmares,Read the New York Times Review of The Fourth Kind,article,http://www.nytimes.com/2009/11/06/movies/06fourth.html,PG-13,,11/6/2009,11/5/2009,"“The Fourth Kind” may be humorless, paranoid nonsense, but its biggest failure is its inability to scare."
A. O. SCOTT,1,11/2/2017 4:18,A Serious Man,Calls to God: Always a Busy Signal,Read the New York Times Review of A Serious Man,article,http://www.nytimes.com/2009/10/02/movies/02serious.html,R,,11/6/2009,10/1/2009,"“A Serious Man” is, like its biblical source, a distilled, hyperbolic account of the human condition."
A. O. SCOTT,0,11/2/2017 4:18,Coco Before Chanel,The Unsentimental Education That Preceded a Life of Fashion,Read the New York Times Review of Coco Before Chanel,article,http://www.nytimes.com/2009/09/25/movies/25coco.html,PG-13,,11/6/2009,9/24/2009,"With a mixture of brutal candor and tender sympathy, “Coco Before Chanel” charts the rise of an ambitious, difficult woman."
A. O. SCOTT,1,11/2/2017 4:18,La Danse: The Paris Opera Ballet,Creating Dialogue From Body Language,Read the New York Times Review of La Danse: The Paris Opera Ballet,article,http://www.nytimes.com/2009/11/04/movies/04danse.html,,,11/4/2009,11/3/2009,"“La Danse: The Paris Opera Ballet” is one of the finest dance films ever made, but there’s more to it than that."
NICOLAS RAPOLD,0,11/2/2017 4:18,The Scar/Die Narbe: Part 1: Westberlin (West),A Bird’s-Eye View of Liberation,Read the New York Times Review of The Scar/Die Narbe: Part 1: Westberlin (West),article,http://www.nytimes.com/2013/11/22/movies/die-narbe-the-scar-about-the-berlin-wall.html,,,11/1/2009,11/21/2013,“Die Narbe” (“The Scar”) is an aerially photographed documentary about the Berlin Wall’s legacy.
STEPHEN HOLDEN,0,11/2/2017 4:18,William Kunstler: Disturbing the Universe,Radical Lawyer’s Appeal (and Rebuttal),Read the New York Times Review of William Kunstler: Disturbing the Universe,article,http://www.nytimes.com/2009/11/13/movies/13kunstler.html,,,11/1/2009,11/12/2009,“William Kunstler: Disturbing the Universe” is a refresher course on the history of American left-wing politics in the 1960s and ’70s.
